CustomerKey,Total Sales,Total Cost,Profit,Profit Margin,Total Transaction,No Of Days
11063,2372.949999999999,1306.0784999999998,1066.871499999999,44.96%,5,1
11064,2304.9799999999996,1255.7176,1049.2623999999996,45.52%,2,1
11065,196.29,73.4125,122.8775,62.60%,3,1
11066,42.28,15.812800000000001,26.4672,62.60%,3,1
11068,38.47,14.3879,24.082099999999997,62.60%,3,1
11069,4704.0599999999995,2747.5573999999997,1956.5025999999998,41.59%,2,2
11070,4765.5599999999995,2766.2704000000003,1999.2895999999992,41.95%,9,2
11071,42.26,15.8054,26.4546,62.60%,4,2
11072,4794.009999999999,2802.5788,1991.4311999999995,41.54%,6,2
11073,168.93000000000004,84.56009999999998,84.36990000000006,49.94%,7,2
11074,94.19,35.2273,58.9627,62.60%,7,3
11075,4693.039999999999,2739.1477999999997,1953.8921999999993,41.63%,4,2
11076,4759.049999999999,2768.1237,1990.9262999999992,41.83%,3,2
11077,4794.039999999999,2781.21,2012.829999999999,41.99%,4,2
11078,426.2700000000001,199.01759999999996,227.25240000000014,53.31%,19,9
11079,9.99,3.7363,6.2537,62.60%,1,1
11080,4829.029999999999,2814.0923,2014.937699999999,41.73%,6,2
11081,104.26,63.9334,40.326600000000006,38.68%,5,2
11082,2329.99,1265.0712999999998,1064.9187,45.70%,2,1
11083,2394.9699999999993,1293.6620999999998,1101.3078999999996,45.98%,4,1
11084,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
11087,162.99,60.9583,102.0317,62.60%,2,1
11088,2366.4599999999996,1282.9993,1083.4606999999996,45.78%,3,1
11089,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
11090,2374.4699999999993,1281.7069,1092.7630999999994,46.02%,3,1
11091,436.3100000000001,204.3569,231.95310000000012,53.16%,26,13
11092,4735.03,2759.1402,1975.8898,41.73%,4,2
11093,4780.009999999999,2771.6745999999994,2008.3354,42.02%,6,2
11094,29.979999999999997,11.2126,18.767399999999995,62.60%,2,1
11095,4783.019999999999,2794.1803999999997,1988.8395999999989,41.58%,6,2
11096,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11097,2304.9799999999996,1255.7176,1049.2623999999996,45.52%,2,1
11098,29.979999999999997,11.2126,18.767399999999995,62.60%,2,1
11099,2363.959999999999,1299.1562,1064.8037999999992,45.04%,4,1
11100,2399.4699999999993,1295.3451,1104.1248999999993,46.02%,3,1
11101,4862.529999999999,2806.8252999999995,2055.7046999999993,42.28%,6,2
11103,4807.509999999998,2803.3396999999995,2004.1702999999989,41.69%,7,2
11104,4773.039999999999,2790.4477999999995,1982.5921999999996,41.54%,5,2
11105,4696,2740.2547999999997,1955.7452000000003,41.65%,4,2
11106,4679.0599999999995,2733.9192,1945.1407999999997,41.57%,2,2
11107,4796.0199999999995,2781.9505,2014.0694999999996,41.99%,5,2
11108,4749.049999999999,2760.0954999999994,1988.9544999999998,41.88%,4,2
11109,4870.0199999999995,2808.8983000000003,2061.1216999999992,42.32%,7,2
11110,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11111,2318.959999999999,1264.5061999999998,1054.4537999999993,45.47%,4,1
11112,2500.97,1333.306,1167.6639999999998,46.69%,3,1
11113,109.88,41.0953,68.78469999999999,62.60%,7,3
11114,7.95,2.9733,4.9767,62.60%,1,1
11115,27.279999999999998,10.2028,17.077199999999998,62.60%,2,1
11116,27.279999999999998,10.2028,17.077199999999998,62.60%,2,1
11117,4784.999999999999,2781.3891,2003.6108999999992,41.87%,7,2
11119,35.23,13.1761,22.0539,62.60%,3,1
11120,2394.459999999999,1289.1831999999997,1105.2767999999994,46.16%,5,1
11121,7.95,2.9733,4.9767,62.60%,1,1
11122,7.95,2.9733,4.9767,62.60%,1,1
11123,37.93,14.1859,23.7441,62.60%,3,1
11124,4729.029999999999,2752.6081,1976.421899999999,41.79%,5,2
11125,47.42,17.7352,29.684800000000003,62.60%,4,2
11126,793.76,428.8554,364.9046,45.97%,3,1
11127,3.99,1.4923,2.4977,62.60%,1,1
11128,53.980000000000004,39.9846,13.995400000000004,25.93%,2,1
11129,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11132,2371.939999999999,1280.7606999999998,1091.1792999999993,46.00%,6,1
11134,769.49,419.7784,349.71160000000003,45.45%,1,1
11135,2334.9699999999993,1271.2221,1063.7478999999994,45.56%,3,1
11136,2380.47,1283.9507999999998,1096.5192,46.06%,3,1
11140,39.99,14.9563,25.033700000000003,62.60%,2,1
11141,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11142,229.70000000000005,85.90819999999998,143.79180000000008,62.60%,10,5
11143,42.28,15.812800000000001,26.4672,62.60%,3,1
11144,2399.9699999999993,1311.0398999999998,1088.9300999999996,45.37%,3,1
11145,2309.9699999999993,1257.5838999999999,1052.3860999999995,45.56%,3,1
11146,53.95,23.737499999999997,30.212500000000006,56.00%,5,1
11147,2376.9599999999996,1286.9262999999999,1090.0336999999997,45.86%,3,1
11148,53.99,41.5723,12.417700000000004,23.00%,1,1
11149,7.28,2.7228000000000003,4.5572,62.60%,2,1
11150,183.43000000000004,89.98309999999998,93.44690000000006,50.94%,7,2
11151,2319.2599999999998,1261.0583,1058.2016999999998,45.63%,3,1
11152,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11153,109.77,41.0541,68.7159,62.60%,5,1
11154,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
11155,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
11156,2389.9699999999993,1287.5039,1102.4660999999994,46.13%,4,1
11158,2395.9599999999996,1315.4123,1080.5476999999996,45.10%,3,1
11160,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
11161,54.970000000000006,20.558899999999998,34.411100000000005,62.60%,4,1
11162,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
11163,3.99,1.4923,2.4977,62.60%,1,1
11164,6.28,2.3487999999999998,3.9312000000000005,62.60%,2,1
11165,102.49000000000001,38.3313,64.15870000000001,62.60%,3,2
11167,2329.99,1265.0712999999998,1064.9187,45.70%,2,1
11168,2359.2499999999995,1276.0145999999997,1083.2353999999998,45.91%,5,1
11169,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11171,2381.95,1284.5043999999998,1097.4456,46.07%,4,1
11172,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11173,35,13.09,21.91,62.60%,1,1
11175,2341.97,1273.84,1068.1299999999999,45.61%,2,1
11176,693.9900000000001,299.14520000000005,394.8448000000001,56.89%,31,13
11177,6.28,2.3487999999999998,3.9312000000000005,62.60%,2,1
11178,144.76000000000002,54.1404,90.61960000000002,62.60%,6,2
11179,61.970000000000006,23.176799999999997,38.79320000000001,62.60%,3,1
11180,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11181,37.29,13.9465,23.3435,62.60%,2,1
11183,46.27,17.3051,28.964900000000004,62.60%,4,2
11185,305.75000000000006,137.70709999999997,168.0429000000001,54.96%,16,5
11187,67.49,25.2413,42.2487,62.60%,2,1
11189,2365.9499999999994,1278.5203999999999,1087.4295999999995,45.96%,5,1
11191,2359.9799999999996,1280.5757999999998,1079.4041999999997,45.74%,3,1
11192,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11193,35,13.09,21.91,62.60%,1,1
11194,42.28,15.812800000000001,26.4672,62.60%,3,1
11195,6.28,2.3487999999999998,3.9312000000000005,62.60%,2,1
11196,2.29,0.8565,1.4335,62.60%,1,1
11197,42.28,15.812800000000001,26.4672,62.60%,3,1
11198,98.47,36.8279,61.6421,62.60%,4,2
11199,6.28,2.3487999999999998,3.9312000000000005,62.60%,2,1
11200,724.2100000000002,336.97150000000005,387.2385000000001,53.47%,28,13
11203,469.7700000000001,218.45449999999997,251.31550000000013,53.50%,15,8
11206,77.27,28.8991,48.37089999999999,62.60%,4,2
11207,74.98,28.042599999999997,46.93740000000001,62.60%,3,1
11208,131.94,49.3457,82.5943,62.60%,6,1
11209,2.29,0.8565,1.4335,62.60%,1,1
11210,42.28,15.812800000000001,26.4672,62.60%,3,1
11211,249.40000000000006,159.392,90.00800000000007,36.09%,10,5
11212,307.78000000000003,154.70219999999998,153.07780000000005,49.74%,13,7
11213,2.29,0.8565,1.4335,62.60%,1,1
11215,744.8100000000001,339.53170000000006,405.2783,54.41%,21,9
11216,2369.9699999999993,1280.0238999999997,1089.9460999999997,45.99%,4,1
11217,2374.9799999999996,1286.1858,1088.7941999999996,45.84%,2,1
11218,2.29,0.8565,1.4335,62.60%,1,1
11220,39.99,14.9563,25.033700000000003,62.60%,2,1
11221,3.99,1.4923,2.4977,62.60%,1,1
11223,530.9300000000001,223.50849999999997,307.4215000000001,57.90%,21,10
11224,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
11225,2.29,0.8565,1.4335,62.60%,1,1
11226,37.29,13.9465,23.3435,62.60%,2,2
11227,2331.9499999999994,1265.8043999999998,1066.1455999999996,45.72%,4,1
11231,61.970000000000006,23.176799999999997,38.79320000000001,62.60%,3,1
11233,179.43,90.463,88.96700000000001,49.58%,7,2
11234,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11237,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
11238,4142.779999999999,2389.1052,1753.6747999999989,42.33%,8,3
11239,4136.559999999999,2386.7790000000005,1749.7809999999981,42.30%,10,3
11240,4186.239999999998,2406.0876,1780.1523999999981,42.52%,12,3
11241,6452.808199999998,3590.2439,2862.5642999999977,44.36%,16,5
11242,5484.0581999999995,3027.0333000000005,2457.024899999999,44.80%,5,4
11243,3764.2599999999984,2148.3677999999995,1615.8921999999989,42.93%,11,3
11244,3166.3099999999995,1765.9491999999998,1400.3607999999997,44.23%,6,2
11245,2334.9699999999993,1271.2221,1063.7478999999994,45.56%,3,1
11246,2329.9799999999996,1269.3558,1060.6241999999995,45.52%,2,1
11247,3167.5599999999995,1781.9244999999996,1385.6354999999999,43.74%,7,2
11249,4069.939999999999,2385.5085000000004,1684.4314999999988,41.39%,6,2
11250,3126.2999999999993,1750.2572999999998,1376.0426999999995,44.02%,6,2
11252,2341.97,1273.84,1068.1299999999999,45.61%,2,1
11253,337.95000000000005,146.1899,191.76010000000005,56.74%,16,6
11255,113.96,42.6212,71.33879999999999,62.60%,5,2
11256,38.980000000000004,14.5786,24.401400000000002,62.60%,2,1
11257,2297.2799999999997,1252.8378,1044.4421999999997,45.46%,2,1
11258,14.23,5.3221,8.907900000000001,62.60%,3,1
11259,2414.99,1296.8613,1118.1286999999998,46.30%,2,1
11260,81.26,30.3914,50.8686,62.60%,5,2
11261,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
11262,439.0300000000001,225.16989999999998,213.8601000000001,48.71%,19,9
11263,2394.9699999999993,1293.6620999999998,1101.3078999999996,45.98%,4,1
11264,2375.9499999999994,1305.6163999999997,1070.3335999999997,45.05%,4,1
11265,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
11266,2343.959999999999,1278.1444,1065.8155999999992,45.47%,4,1
11267,2364.9599999999996,1278.1501999999998,1086.8097999999998,45.95%,4,1
11268,6.28,2.3487999999999998,3.9312000000000005,62.60%,2,1
11270,2405.9499999999994,1314.8603999999998,1091.0895999999996,45.35%,4,1
11271,2394.9699999999993,1293.6620999999998,1101.3078999999996,45.98%,4,1
11272,2396.9599999999996,1294.4063,1102.5536999999995,46.00%,3,1
11273,273.23,102.1882,171.04180000000002,62.60%,8,2
11274,2309.9699999999993,1257.5838999999999,1052.3860999999995,45.56%,3,1
11275,2376.9599999999996,1286.9262999999999,1090.0336999999997,45.86%,3,1
11276,205.68000000000004,76.92479999999999,128.75520000000006,62.60%,12,6
11277,679.1700000000001,275.3905000000001,403.7795,59.45%,28,10
11278,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
11279,44.57,16.6693,27.9007,62.60%,4,2
11281,2342.9199999999996,1274.1953999999998,1068.7245999999998,45.62%,4,1
11282,2420.4599999999996,1298.9071,1121.5528999999997,46.34%,5,1
11283,42.28,15.812800000000001,26.4672,62.60%,3,1
11284,55.480000000000004,20.7496,34.7304,62.60%,5,2
11286,2375.9499999999994,1305.6163999999997,1070.3335999999997,45.05%,4,1
11287,513.9000000000001,195.75959999999995,318.1404000000001,61.91%,32,12
11288,2.29,0.8565,1.4335,62.60%,1,1
11289,2327.2099999999996,1264.0316,1063.1783999999996,45.68%,4,1
11290,2354.9799999999996,1278.7058,1076.2741999999996,45.70%,2,1
11291,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11292,2331.9499999999994,1265.8043999999998,1066.1455999999996,45.72%,4,1
11293,85.22,31.872400000000003,53.3476,62.60%,5,2
11295,2479.9799999999996,1325.4558,1154.5241999999996,46.55%,4,1
11296,2319.2599999999998,1261.0583,1058.2016999999998,45.63%,3,1
11297,2369.9699999999993,1280.0238999999997,1089.9460999999997,45.99%,4,1
11298,2343.959999999999,1278.1444,1065.8155999999992,45.47%,4,1
11299,2436.97,1305.0818,1131.8881999999999,46.45%,3,1
11300,419.70000000000005,183.88439999999997,235.81560000000007,56.19%,19,8
11301,2.29,0.8565,1.4335,62.60%,1,1
11302,2359.9199999999996,1276.2650999999998,1083.6548999999998,45.92%,4,1
11303,2297.2799999999997,1252.8378,1044.4421999999997,45.46%,2,1
11304,122.21000000000001,45.7066,76.5034,62.60%,5,2
11305,2.29,0.8565,1.4335,62.60%,1,1
11307,2385.9499999999994,1290.2885999999999,1095.6613999999995,45.92%,4,1
11311,74.98,28.042599999999997,46.93740000000001,62.60%,3,1
11312,42.28,15.812800000000001,26.4672,62.60%,3,2
11313,42.28,15.812800000000001,26.4672,62.60%,3,1
11314,37.29,13.9465,23.3435,62.60%,2,1
11315,39.99,14.9563,25.033700000000003,62.60%,2,1
11316,2349.9799999999996,1272.5475999999999,1077.4323999999997,45.85%,2,1
11317,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11319,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
11320,2.29,0.8565,1.4335,62.60%,1,1
11321,37.29,13.9465,23.3435,62.60%,2,2
11322,44.57,16.6693,27.9007,62.60%,4,2
11323,2496.2699999999995,1327.2600999999997,1169.0098999999998,46.83%,5,1
11324,2366.9599999999996,1298.6940999999997,1068.2658999999999,45.13%,3,1
11325,2465.9299999999994,1341.5812,1124.3487999999993,45.60%,6,1
11326,2369.9699999999993,1280.0238999999997,1089.9460999999997,45.99%,4,1
11327,2337.2699999999995,1267.7940999999998,1069.4758999999997,45.76%,4,1
11328,4718.039999999999,2752.7859999999996,1965.2539999999995,41.65%,4,2
11329,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
11330,511.5400000000001,214.6728,296.8672000000001,58.03%,25,10
11331,785.7600000000001,340.1954,445.5646000000001,56.70%,34,16
11332,2354.9799999999996,1278.7058,1076.2741999999996,45.70%,2,1
11333,2344.2599999999998,1274.6965,1069.5634999999997,45.62%,3,1
11334,2334.9699999999993,1271.2221,1063.7478999999994,45.56%,3,1
11335,2344.2599999999998,1274.6965,1069.5634999999997,45.62%,3,1
11336,4441.379599999999,2402.1643,2039.2152999999994,45.91%,5,2
11337,2388.959999999999,1312.7944,1076.1655999999991,45.05%,4,1
11338,2369.959999999999,1284.3084,1085.6515999999992,45.81%,4,1
11339,4379.0782,2370.8776,2008.2006000000001,45.86%,3,2
11340,4413.0581999999995,2404.9662,2008.0919999999996,45.50%,5,2
11341,2338.9699999999993,1271.9898999999998,1066.9800999999995,45.62%,3,1
11343,2379.9699999999993,1303.5598999999997,1076.4100999999996,45.23%,3,1
11344,2297.2799999999997,1252.8378,1044.4421999999997,45.46%,2,1
11345,4404.0882,2384.5195,2019.5687000000003,45.86%,3,2
11346,4503.048199999999,2441.3266999999996,2061.7214999999997,45.79%,7,2
11347,13.98,5.2286,8.7514,62.60%,2,1
11348,67.97,46.8009,21.1691,31.14%,3,1
11350,38.47,14.3879,24.082099999999997,62.60%,3,1
11351,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11352,13.98,5.2286,8.7514,62.60%,2,1
11353,2309.9699999999993,1257.5838999999999,1052.3860999999995,45.56%,3,1
11356,902.98,469.7037,433.2763,47.98%,3,1
11357,826.46,441.0852,385.37480000000005,46.63%,3,1
11358,848.47,452.877,395.593,46.62%,3,1
11362,27.279999999999998,10.2028,17.077199999999998,62.60%,2,1
11366,49.99,38.4923,11.497700000000002,23.00%,1,1
11374,68.97,25.7949,43.1751,62.60%,3,1
11377,83.97,51.200900000000004,32.769099999999995,39.02%,3,1
11378,4436.3895999999995,2400.298,2036.0915999999997,45.90%,4,2
11379,4426.0581999999995,2392.7362999999996,2033.3219,45.94%,4,2
11380,2437.9199999999996,1305.4371999999998,1132.4827999999998,46.45%,5,1
11381,2341.97,1273.84,1068.1299999999999,45.61%,2,1
11382,4344.0882,2357.7913,1986.2969000000003,45.72%,2,2
11387,3583.809999999999,2039.0852,1544.724799999999,43.10%,5,2
11388,3611.7599999999993,2070.9185,1540.841499999999,42.66%,6,2
11392,28.99,10.8423,18.1477,62.60%,1,1
11394,2342.9199999999996,1274.1953999999998,1068.7245999999998,45.62%,4,1
11395,2329.9799999999996,1269.3558,1060.6241999999995,45.52%,2,1
11398,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11399,13.98,5.2286,8.7514,62.60%,2,1
11400,2318.959999999999,1264.5061999999998,1054.4537999999993,45.47%,4,1
11401,5020.869599999999,2756.2987,2264.5708999999993,45.10%,6,3
11402,5059.329599999999,2778.5311000000006,2280.7984999999985,45.08%,10,3
11403,5033.139599999999,2790.1160000000004,2243.023599999998,44.57%,9,3
11404,33.98,12.7086,21.271399999999996,62.60%,2,1
11405,53.99,41.5723,12.417700000000004,23.00%,1,1
11406,4415.038199999999,2392.1749000000004,2022.8632999999986,45.82%,6,2
11407,53.99,41.5723,12.417700000000004,23.00%,1,1
11408,34.47,16.451900000000002,18.018099999999997,52.27%,3,1
11409,4444.0682,2399.4721,2044.5960999999998,46.01%,5,2
11410,4464.0682,2422.4599,2041.6082999999999,45.73%,5,2
11412,4111.909999999999,2381.4093,1730.5006999999991,42.09%,8,2
11413,2350.9599999999996,1280.7622999999999,1070.1976999999997,45.52%,3,1
11414,2398.9699999999993,1298.7180999999998,1100.2518999999995,45.86%,4,1
11416,4928.0581999999995,2717.8894999999998,2210.1686999999997,44.85%,5,3
11417,5105.028199999999,2742.8546000000006,2362.1735999999983,46.27%,8,3
11419,231.75000000000003,86.6747,145.07530000000003,62.60%,6,2
11420,4448.3796,2404.7821999999996,2043.5974000000006,45.94%,4,2
11421,3995.9799999999996,2334.4912999999997,1661.4886999999999,41.58%,2,2
11422,2334.9799999999996,1266.9375999999997,1068.0423999999998,45.74%,3,1
11423,4136.919999999999,2387.203,1749.7169999999992,42.30%,7,2
11424,43.980000000000004,20.0086,23.971400000000003,54.51%,2,1
11425,4551.0581999999995,2439.4863,2111.5718999999995,46.40%,6,2
11426,34.99,13.0863,21.9037,62.60%,1,1
11427,2354.9799999999996,1278.7058,1076.2741999999996,45.70%,2,1
11428,2378.949999999999,1291.2306999999998,1087.719299999999,45.72%,5,1
11429,4401.3996,2382.9235,2018.4760999999999,45.86%,3,2
11430,84.98,51.5786,33.4014,39.31%,2,1
11431,2364.9799999999996,1278.1575999999998,1086.8223999999998,45.95%,3,1
11432,5685.219599999999,3168.1574000000005,2517.062199999999,44.27%,7,3
11433,9256.758199999998,5434.409,3822.3491999999987,41.29%,9,3
11434,48.970000000000006,18.314899999999998,30.655100000000008,62.60%,3,1
11436,81.76,51.9584,29.801600000000008,36.45%,4,2
11438,34.99,13.0863,21.9037,62.60%,1,1
11439,10070.1096,5918.2579,4151.8517,41.23%,12,5
11440,78.48,50.7316,27.748400000000004,35.36%,2,1
11443,2440.9499999999994,1327.9504,1112.9995999999994,45.60%,5,1
11444,4761.03,2768.8642,1992.1657999999998,41.84%,4,2
11445,4698.039999999999,2741.0177999999996,1957.0221999999994,41.66%,4,2
11446,4837.019999999999,2822.2245999999996,2014.795399999999,41.65%,6,2
11447,4703.029999999999,2746.4441,1956.5858999999987,41.60%,5,2
11448,4757.019999999999,2788.0164,1969.0035999999986,41.39%,6,2
11449,4755.33,2770.2925,1985.0375,41.74%,6,2
11450,4798.269999999999,2782.7920999999997,2015.477899999999,42.00%,8,2
11451,4849.499999999999,2797.6639,2051.836099999999,42.31%,8,2
11452,4808.049999999999,2785.7215,2022.3284999999992,42.06%,4,2
11453,4801.99,2784.1832999999997,2017.8067,42.02%,5,2
11454,4714.049999999999,2747.0054999999998,1967.0444999999995,41.73%,3,2
11455,4767.039999999999,2796.0519999999997,1970.9879999999994,41.35%,4,2
11456,4824.469999999998,2788.3027999999995,2036.167199999999,42.20%,10,2
11457,4836.489999999998,2833.9742999999994,2002.5156999999986,41.40%,9,2
11458,23.97,12.5249,11.445099999999998,47.75%,3,1
11459,4741.34,2761.5002,1979.8398000000002,41.76%,4,2
11460,4737.529999999999,2755.7870999999996,1981.7428999999993,41.83%,5,2
11461,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11462,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
11463,22.93,8.5759,14.354099999999999,62.60%,3,2
11464,2334.459999999999,1266.7432,1067.7167999999992,45.74%,4,1
11465,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
11466,82.23999999999998,30.757999999999996,51.481999999999985,62.60%,6,2
11468,2319.99,1265.6195,1054.3704999999998,45.45%,1,1
11470,2294.99,1251.9813,1043.0086999999999,45.45%,1,1
11471,53.99,41.5723,12.417700000000004,23.00%,1,1
11472,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
11473,62.980000000000004,48.4946,14.485400000000006,23.00%,2,1
11475,69.46000000000001,29.538200000000003,39.921800000000005,57.47%,4,1
11478,53.99,41.5723,12.417700000000004,23.00%,1,1
11479,4970.609599999999,2737.5015,2233.108099999999,44.93%,9,3
11480,4381.3895999999995,2375.4398,2005.9497999999994,45.78%,4,2
11481,2928.949999999999,1635.0639999999999,1293.885999999999,44.18%,5,2
11482,2354.9799999999996,1278.7058,1076.2741999999996,45.70%,2,1
11483,4426.3996,2396.5617,2029.8378999999995,45.86%,3,2
11484,2913.959999999999,1625.1694999999997,1288.7904999999994,44.23%,5,2
11485,2398.4699999999993,1294.9711,1103.4988999999994,46.01%,4,1
11488,2322.2799999999997,1266.476,1055.8039999999996,45.46%,2,1
11489,2359.459999999999,1280.3814,1079.0785999999991,45.73%,4,1
11490,53.99,41.5723,12.417700000000004,23.00%,1,1
11491,2329.9799999999996,1269.3558,1060.6241999999995,45.52%,2,1
11492,2354.9799999999996,1278.7058,1076.2741999999996,45.70%,2,1
11493,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
11494,2329.9799999999996,1265.0675999999999,1064.9123999999997,45.70%,2,1
11496,2398.949999999999,1314.2184999999997,1084.7314999999992,45.22%,5,1
11498,290.30000000000007,133.5126,156.78740000000008,54.01%,12,8
11499,192.21,71.8866,120.3234,62.60%,6,2
11500,155.22000000000003,58.052600000000005,97.16740000000001,62.60%,9,4
11501,128.20999999999998,47.9508,80.25919999999998,62.60%,8,3
11502,446.8400000000001,213.43869999999993,233.40130000000016,52.23%,16,6
11503,59.489999999999995,22.249299999999998,37.2407,62.60%,2,1
11504,44.57,16.6693,27.9007,62.60%,4,2
11505,473.7100000000001,243.28429999999997,230.42570000000012,48.64%,20,9
11506,312.3100000000001,161.54059999999998,150.76940000000013,48.28%,18,6
11507,278.85,107.85049999999997,170.99950000000007,61.32%,15,6
11508,77.27,28.8991,48.37089999999999,62.60%,4,2
11510,71.73999999999998,26.830999999999996,44.908999999999985,62.60%,6,2
11511,35,13.09,21.91,62.60%,1,1
11513,863.95,455.10659999999996,408.8434000000001,47.32%,5,1
11514,39.99,14.9563,25.033700000000003,62.60%,2,1
11515,2351.9599999999996,1273.2880999999998,1078.6718999999998,45.86%,3,1
11516,2337.2699999999995,1267.7940999999998,1069.4758999999997,45.76%,4,1
11517,99.46999999999998,37.2019,62.26809999999998,62.60%,4,1
11519,397.4200000000001,211.5838,185.83620000000008,46.76%,20,9
11520,425.3000000000001,202.21479999999997,223.08520000000016,52.45%,18,9
